"ALU_NOVAMATRICULA","ALU_ANO_EVASA","ALU_PERIODO_EVASAO","MAT_TUR_DIS_DISCIPLINA","DISCIPLINA","CREDITOS","MAT_MEDIA_FINAL"
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1411179,"Lab. de Estrutura de Dados e Algoritmos",4,8
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1109049,"Álgebra Linear I",4,5
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1114107,"Probabilidade e Estatistica",4,3.3
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1411171,"Teoria da Computação",4,5.4
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1411175,"Org. e Arquitetura de Computadores I",4,5.3
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1411178,"Sistemas de Informação I",4,8
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1411182,"Lab. de Org. e Arquitetura de Computadores",4,9.5
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1305219,"Direito e Cidadania",4,7
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1114107,"Probabilidade e Estatistica",4,6.1
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1305220,"Informática e Sociedade",2,8.3
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1411169,"Paradigmas de Ling. de Programação",4,5
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1411173,"Lógica Matemática",4,7
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1411193,"Banco de Dados I",4,7
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1114114,"Métodos Estatisticos",4,5
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1411177,"Engenharia de Software I",4,9.7
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1411187,"Análise e Técnica de Algoritmos",4,5.6
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1411195,"Sistemas de Informação II",4,5.9
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1411183,"Laboratório de Engenharia de Software",2,8.9
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1411189,"Compiladores",4,6.6
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1305218,"Métodologia Científica",4,7.7
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1411185,"Projeto em Computação I",4,8.8
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1411190,"Redes de Computadores",4,5.5
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1411192,"Sistemas Operacionais",4,6.6
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1411194,"Banco de Dados II",4,7
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1411184,"Lab. de Intercon. de Redes de Computadores",2,8.1
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1411186,"Projeto em Computação II",6,9.5
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1411188,"Métodos e Software Numéricos",4,5.4
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1411191,"Interconexão de Redes de Computadores",4,8.1
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1411196,"Inteligência Artificial I",4,7.5
"4fe128ce3d81f350a013b8961c224ca9",2014,2,1411197,"Aval. de Desempenho de Sistemas Discretos",4,7.3
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,7.7
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1109103,"Cálculo Diferencial e Integral I",4,7.5
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1411167,"Programação I",4,7
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1411174,"Introdução à Computação",4,8.5
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1411180,"Laboratório de Programação I",4,7.9
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1307151,"Leitura e Produção de Textos",4,7.2
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1108089,"Fundamentos de Física Clássica",4,8.3
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1109053,"Cálculo Diferencial e Integral II",4,7.6
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1109113,"Matemática Discreta",4,8.2
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1411168,"Programação II",4,9.4
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1411170,"Teoria dos Grafos",2,7.6
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1411181,"Laboratório de Programação II",4,9.5
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1108090,"Fundamentos de Física Moderna",4,8.8
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1109049,"Álgebra Linear I",4,8.2
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1114107,"Probabilidade e Estatistica",4,7.6
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1411172,"Estrutura de Dados e Algoritmos",4,8
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1411176,"Gerência da Informação",4,7
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1411179,"Lab. de Estrutura de Dados e Algoritmos",4,9.4
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1411171,"Teoria da Computação",4,9.2
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1114114,"Métodos Estatisticos",4,8.1
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1411169,"Paradigmas de Ling. de Programação",4,7.9
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1411173,"Lógica Matemática",4,8.6
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1411175,"Org. e Arquitetura de Computadores I",4,8.1
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1411178,"Sistemas de Informação I",4,9
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1411182,"Lab. de Org. e Arquitetura de Computadores",4,9.6
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1411177,"Engenharia de Software I",4,8.2
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1411190,"Redes de Computadores",4,7.6
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1411192,"Sistemas Operacionais",4,7.7
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1411195,"Sistemas de Informação II",4,7
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1305218,"Métodologia Científica",4,8.7
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1411197,"Aval. de Desempenho de Sistemas Discretos",4,8.8
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1411183,"Laboratório de Engenharia de Software",2,8.4
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1411184,"Lab. de Intercon. de Redes de Computadores",2,7.2
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1411187,"Análise e Técnica de Algoritmos",4,8.2
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1411189,"Compiladores",4,8.2
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1411191,"Interconexão de Redes de Computadores",4,7.2
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1411185,"Projeto em Computação I",4,8.7
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1411193,"Banco de Dados I",4,7.2
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1305219,"Direito e Cidadania",4,9.7
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1305220,"Informática e Sociedade",2,8.7
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1411188,"Métodos e Software Numéricos",4,7
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1411186,"Projeto em Computação II",6,9
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1411194,"Banco de Dados II",4,7.6
"dbb2ad522c8c692e746ff3acbe3974dd",2014,2,1411196,"Inteligência Artificial I",4,7.3
"07e605cabb25fcd348569d15324433cc",2014,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,7
"07e605cabb25fcd348569d15324433cc",2014,2,1109103,"Cálculo Diferencial e Integral I",4,7
"07e605cabb25fcd348569d15324433cc",2014,2,1411167,"Programação I",4,7.9
"07e605cabb25fcd348569d15324433cc",2014,2,1411174,"Introdução à Computação",4,8.7
"07e605cabb25fcd348569d15324433cc",2014,2,1411180,"Laboratório de Programação I",4,7.7
"07e605cabb25fcd348569d15324433cc",2014,2,1307151,"Leitura e Produção de Textos",4,7.2
"07e605cabb25fcd348569d15324433cc",2014,2,1108089,"Fundamentos de Física Clássica",4,7.2
"07e605cabb25fcd348569d15324433cc",2014,2,1109053,"Cálculo Diferencial e Integral II",4,6.5
"07e605cabb25fcd348569d15324433cc",2014,2,1109113,"Matemática Discreta",4,7.9
"07e605cabb25fcd348569d15324433cc",2014,2,1411168,"Programação II",4,8.7
"07e605cabb25fcd348569d15324433cc",2014,2,1411170,"Teoria dos Grafos",2,6.5
"07e605cabb25fcd348569d15324433cc",2014,2,1411181,"Laboratório de Programação II",4,9
"07e605cabb25fcd348569d15324433cc",2014,2,1108090,"Fundamentos de Física Moderna",4,8.3
"07e605cabb25fcd348569d15324433cc",2014,2,1109049,"Álgebra Linear I",4,5.4
"07e605cabb25fcd348569d15324433cc",2014,2,1114107,"Probabilidade e Estatistica",4,4
"07e605cabb25fcd348569d15324433cc",2014,2,1411171,"Teoria da Computação",4,6.6
"07e605cabb25fcd348569d15324433cc",2014,2,1411172,"Estrutura de Dados e Algoritmos",4,8
"07e605cabb25fcd348569d15324433cc",2014,2,1411176,"Gerência da Informação",4,5.3
"07e605cabb25fcd348569d15324433cc",2014,2,1411179,"Lab. de Estrutura de Dados e Algoritmos",4,7.6
"07e605cabb25fcd348569d15324433cc",2014,2,1114107,"Probabilidade e Estatistica",4,7
"07e605cabb25fcd348569d15324433cc",2014,2,1411173,"Lógica Matemática",4,7.2
"07e605cabb25fcd348569d15324433cc",2014,2,1411175,"Org. e Arquitetura de Computadores I",4,7.4
"07e605cabb25fcd348569d15324433cc",2014,2,1411178,"Sistemas de Informação I",4,8.4
"07e605cabb25fcd348569d15324433cc",2014,2,1411169,"Paradigmas de Ling. de Programação",4,7
"07e605cabb25fcd348569d15324433cc",2014,2,1411182,"Lab. de Org. e Arquitetura de Computadores",4,7.4
"07e605cabb25fcd348569d15324433cc",2014,2,1114114,"Métodos Estatisticos",4,1
"07e605cabb25fcd348569d15324433cc",2014,2,1411177,"Engenharia de Software I",4,7.4
"07e605cabb25fcd348569d15324433cc",2014,2,1411187,"Análise e Técnica de Algoritmos",4,7.6
"07e605cabb25fcd348569d15324433cc",2014,2,1411190,"Redes de Computadores",4,6.4
"07e605cabb25fcd348569d15324433cc",2014,2,1411183,"Laboratório de Engenharia de Software",2,8.9
"07e605cabb25fcd348569d15324433cc",2014,2,1114114,"Métodos Estatisticos",4,7.1
"07e605cabb25fcd348569d15324433cc",2014,2,1411189,"Compiladores",4,6.1
"07e605cabb25fcd348569d15324433cc",2014,2,1411193,"Banco de Dados I",4,5.9
"07e605cabb25fcd348569d15324433cc",2014,2,1411195,"Sistemas de Informação II",4,7
"07e605cabb25fcd348569d15324433cc",2014,2,1305219,"Direito e Cidadania",4,10
"07e605cabb25fcd348569d15324433cc",2014,2,1411184,"Lab. de Intercon. de Redes de Computadores",2,7
"07e605cabb25fcd348569d15324433cc",2014,2,1411191,"Interconexão de Redes de Computadores",4,7
"07e605cabb25fcd348569d15324433cc",2014,2,1411194,"Banco de Dados II",4,5.9
"07e605cabb25fcd348569d15324433cc",2014,2,1411197,"Aval. de Desempenho de Sistemas Discretos",4,8
"07e605cabb25fcd348569d15324433cc",2014,2,1411188,"Métodos e Software Numéricos",4,7.8
"07e605cabb25fcd348569d15324433cc",2014,2,1305218,"Métodologia Científica",4,8
"07e605cabb25fcd348569d15324433cc",2014,2,1305220,"Informática e Sociedade",2,7.7
"07e605cabb25fcd348569d15324433cc",2014,2,1411196,"Inteligência Artificial I",4,7.7
"07e605cabb25fcd348569d15324433cc",2014,2,1411185,"Projeto em Computação I",4,8
"07e605cabb25fcd348569d15324433cc",2014,2,1411192,"Sistemas Operacionais",4,6.4
"07e605cabb25fcd348569d15324433cc",2014,2,1411186,"Projeto em Computação II",6,10
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,5.6
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1109103,"Cálculo Diferencial e Integral I",4,5.6
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411167,"Programação I",4,7
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411174,"Introdução à Computação",4,8.4
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411180,"Laboratório de Programação I",4,7.7
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1307151,"Leitura e Produção de Textos",4,6.7
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1108089,"Fundamentos de Física Clássica",4,7.4
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1109053,"Cálculo Diferencial e Integral II",4,5.9
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1109113,"Matemática Discreta",4,6.8
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411168,"Programação II",4,7.4
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411170,"Teoria dos Grafos",2,5.9
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411181,"Laboratório de Programação II",4,7
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1108090,"Fundamentos de Física Moderna",4,7.7
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1109049,"Álgebra Linear I",4,6.7
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1114107,"Probabilidade e Estatistica",4,5.2
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411172,"Estrutura de Dados e Algoritmos",4,7
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411176,"Gerência da Informação",4,7.7
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411179,"Lab. de Estrutura de Dados e Algoritmos",4,5
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411171,"Teoria da Computação",4,7.6
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1114114,"Métodos Estatisticos",4,8.6
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411169,"Paradigmas de Ling. de Programação",4,7
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411173,"Lógica Matemática",4,5.8
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411175,"Org. e Arquitetura de Computadores I",4,6.6
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411178,"Sistemas de Informação I",4,8.4
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411182,"Lab. de Org. e Arquitetura de Computadores",4,5
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411177,"Engenharia de Software I",4,2.7
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411187,"Análise e Técnica de Algoritmos",4,7.6
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411189,"Compiladores",4,2.2
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411190,"Redes de Computadores",4,7.7
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411193,"Banco de Dados I",4,6.4
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411195,"Sistemas de Informação II",4,5.2
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411177,"Engenharia de Software I",4,6.8
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411192,"Sistemas Operacionais",4,7
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411194,"Banco de Dados II",4,5
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411196,"Inteligência Artificial I",4,7.8
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411183,"Laboratório de Engenharia de Software",2,8.6
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411184,"Lab. de Intercon. de Redes de Computadores",2,5.1
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411188,"Métodos e Software Numéricos",4,6
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411191,"Interconexão de Redes de Computadores",4,5.3
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411189,"Compiladores",4,7
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1305218,"Métodologia Científica",4,8.2
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1305219,"Direito e Cidadania",4,9.7
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1305220,"Informática e Sociedade",2,8.4
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411197,"Aval. de Desempenho de Sistemas Discretos",4,7.8
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411185,"Projeto em Computação I",4,6
"bc2836d6ffe5c75765d427fb3fc81dab",2014,2,1411186,"Projeto em Computação II",6,8.9
"6103d1d2df97f43be74fec10ce553abf",2014,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,6.3
"6103d1d2df97f43be74fec10ce553abf",2014,1,1109103,"Cálculo Diferencial e Integral I",4,6.5
"6103d1d2df97f43be74fec10ce553abf",2014,1,1411167,"Programação I",4,7.5
"6103d1d2df97f43be74fec10ce553abf",2014,1,1411174,"Introdução à Computação",4,7.8
"6103d1d2df97f43be74fec10ce553abf",2014,1,1411180,"Laboratório de Programação I",4,7.7
"6103d1d2df97f43be74fec10ce553abf",2014,1,1307151,"Leitura e Produção de Textos",4,7.5
"6103d1d2df97f43be74fec10ce553abf",2014,1,1108089,"Fundamentos de Física Clássica",4,7
"6103d1d2df97f43be74fec10ce553abf",2014,1,1109053,"Cálculo Diferencial e Integral II",4,7.3
"6103d1d2df97f43be74fec10ce553abf",2014,1,1109113,"Matemática Discreta",4,6.2
"6103d1d2df97f43be74fec10ce553abf",2014,1,1411168,"Programação II",4,8.9
"6103d1d2df97f43be74fec10ce553abf",2014,1,1411170,"Teoria dos Grafos",2,7.5
"6103d1d2df97f43be74fec10ce553abf",2014,1,1411181,"Laboratório de Programação II",4,8.9
"6103d1d2df97f43be74fec10ce553abf",2014,1,1305218,"Métodologia Científica",4,8.2
"6103d1d2df97f43be74fec10ce553abf",2014,1,1108090,"Fundamentos de Física Moderna",4,8.5
"6103d1d2df97f43be74fec10ce553abf",2014,1,1109049,"Álgebra Linear I",4,6
"6103d1d2df97f43be74fec10ce553abf",2014,1,1114107,"Probabilidade e Estatistica",4,0.7
"6103d1d2df97f43be74fec10ce553abf",2014,1,1411171,"Teoria da Computação",4,6.8
"6103d1d2df97f43be74fec10ce553abf",2014,1,1411172,"Estrutura de Dados e Algoritmos",4,7
"6103d1d2df97f43be74fec10ce553abf",2014,1,1411176,"Gerência da Informação",4,8
"6103d1d2df97f43be74fec10ce553abf",2014,1,1411179,"Lab. de Estrutura de Dados e Algoritmos",4,8.2
"6103d1d2df97f43be74fec10ce553abf",2014,1,1114107,"Probabilidade e Estatistica",4,2.7
"6103d1d2df97f43be74fec10ce553abf",2014,1,1411169,"Paradigmas de Ling. de Programação",4,5.2
"6103d1d2df97f43be74fec10ce553abf",2014,1,1411173,"Lógica Matemática",4,6.7
"6103d1d2df97f43be74fec10ce553abf",2014,1,1411175,"Org. e Arquitetura de Computadores I",4,9.1
"6103d1d2df97f43be74fec10ce553abf",2014,1,1411178,"Sistemas de Informação I",4,8.7
"6103d1d2df97f43be74fec10ce553abf",2014,1,1411182,"Lab. de Org. e Arquitetura de Computadores",4,8.4
"6103d1d2df97f43be74fec10ce553abf",2014,1,1114107,"Probabilidade e Estatistica",4,8.2
"6103d1d2df97f43be74fec10ce553abf",2014,1,1411187,"Análise e Técnica de Algoritmos",4,8.5
"6103d1d2df97f43be74fec10ce553abf",2014,1,1411193,"Banco de Dados I",4,8.5
"6103d1d2df97f43be74fec10ce553abf",2014,1,1305220,"Informática e Sociedade",2,7.5
"6103d1d2df97f43be74fec10ce553abf",2014,1,1114114,"Métodos Estatisticos",4,8
"6103d1d2df97f43be74fec10ce553abf",2014,1,1411177,"Engenharia de Software I",4,7.5
"6103d1d2df97f43be74fec10ce553abf",2014,1,1411192,"Sistemas Operacionais",4,6
"6103d1d2df97f43be74fec10ce553abf",2014,1,1411195,"Sistemas de Informação II",4,7.6
"6103d1d2df97f43be74fec10ce553abf",2014,1,1305219,"Direito e Cidadania",4,9.8
"6103d1d2df97f43be74fec10ce553abf",2014,1,1411183,"Laboratório de Engenharia de Software",2,9.4
"6103d1d2df97f43be74fec10ce553abf",2014,1,1411194,"Banco de Dados II",4,7.4
"6103d1d2df97f43be74fec10ce553abf",2014,1,1411197,"Aval. de Desempenho de Sistemas Discretos",4,10
"6103d1d2df97f43be74fec10ce553abf",2014,1,1411185,"Projeto em Computação I",4,8.5
"6103d1d2df97f43be74fec10ce553abf",2014,1,1411189,"Compiladores",4,8.1
"6103d1d2df97f43be74fec10ce553abf",2014,1,1411190,"Redes de Computadores",4,8.1
"6103d1d2df97f43be74fec10ce553abf",2014,1,1411184,"Lab. de Intercon. de Redes de Computadores",2,7.4
"6103d1d2df97f43be74fec10ce553abf",2014,1,1411186,"Projeto em Computação II",6,8.4
"6103d1d2df97f43be74fec10ce553abf",2014,1,1411188,"Métodos e Software Numéricos",4,6
"6103d1d2df97f43be74fec10ce553abf",2014,1,1411191,"Interconexão de Redes de Computadores",4,7.4
"6103d1d2df97f43be74fec10ce553abf",2014,1,1411196,"Inteligência Artificial I",4,NA
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,7.4
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1109103,"Cálculo Diferencial e Integral I",4,7.8
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411167,"Programação I",4,7
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411174,"Introdução à Computação",4,8.7
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411180,"Laboratório de Programação I",4,7.1
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1307151,"Leitura e Produção de Textos",4,7
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1108089,"Fundamentos de Física Clássica",4,7.4
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1109053,"Cálculo Diferencial e Integral II",4,7.3
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1109113,"Matemática Discreta",4,8.2
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411168,"Programação II",4,8.1
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411170,"Teoria dos Grafos",2,7.5
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411181,"Laboratório de Programação II",4,8
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1108090,"Fundamentos de Física Moderna",4,9
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1114107,"Probabilidade e Estatistica",4,6.6
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411172,"Estrutura de Dados e Algoritmos",4,5.4
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411176,"Gerência da Informação",4,7.3
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411179,"Lab. de Estrutura de Dados e Algoritmos",4,7.2
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411171,"Teoria da Computação",4,7.4
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411175,"Org. e Arquitetura de Computadores I",4,NA
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411182,"Lab. de Org. e Arquitetura de Computadores",4,NA
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1109049,"Álgebra Linear I",4,NA
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411178,"Sistemas de Informação I",4,7.9
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1109049,"Álgebra Linear I",4,8.2
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411173,"Lógica Matemática",4,9.1
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411175,"Org. e Arquitetura de Computadores I",4,7.5
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411182,"Lab. de Org. e Arquitetura de Computadores",4,10
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1114114,"Métodos Estatisticos",4,6.2
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1305220,"Informática e Sociedade",2,9.8
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411187,"Análise e Técnica de Algoritmos",4,7.4
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411195,"Sistemas de Informação II",4,7
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1305219,"Direito e Cidadania",4,10
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411169,"Paradigmas de Ling. de Programação",4,8.6
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411177,"Engenharia de Software I",4,9.2
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411188,"Métodos e Software Numéricos",4,7.3
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411193,"Banco de Dados I",4,6.2
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411192,"Sistemas Operacionais",4,7
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411183,"Laboratório de Engenharia de Software",2,8.5
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411189,"Compiladores",4,7.8
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411190,"Redes de Computadores",4,7.4
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1305218,"Métodologia Científica",4,9.2
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411185,"Projeto em Computação I",4,8.7
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411197,"Aval. de Desempenho de Sistemas Discretos",4,9.1
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411194,"Banco de Dados II",4,8.8
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411184,"Lab. de Intercon. de Redes de Computadores",2,8.6
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411186,"Projeto em Computação II",6,9.1
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411191,"Interconexão de Redes de Computadores",4,8.6
"25f50af45fa0065a73077d8d047a7cd1",2014,2,1411196,"Inteligência Artificial I",4,9.1
"810924c3ffaa9f9888fa58a7a3f9a33b",2014,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,5.7
"810924c3ffaa9f9888fa58a7a3f9a33b",2014,1,1109103,"Cálculo Diferencial e Integral I",4,6.1
"810924c3ffaa9f9888fa58a7a3f9a33b",2014,1,1411167,"Programação I",4,7.4
"810924c3ffaa9f9888fa58a7a3f9a33b",2014,1,1411174,"Introdução à Computação",4,7.6
"810924c3ffaa9f9888fa58a7a3f9a33b",2014,1,1411180,"Laboratório de Programação I",4,8.9
"810924c3ffaa9f9888fa58a7a3f9a33b",2014,1,1307151,"Leitura e Produção de Textos",4,7
"810924c3ffaa9f9888fa58a7a3f9a33b",2014,1,1305218,"Métodologia Científica",4,7
"810924c3ffaa9f9888fa58a7a3f9a33b",2014,1,1411170,"Teoria dos Grafos",2,7
"810924c3ffaa9f9888fa58a7a3f9a33b",2014,1,1108089,"Fundamentos de Física Clássica",4,7.1
"810924c3ffaa9f9888fa58a7a3f9a33b",2014,1,1109053,"Cálculo Diferencial e Integral II",4,5.1
"810924c3ffaa9f9888fa58a7a3f9a33b",2014,1,1109113,"Matemática Discreta",4,7
"810924c3ffaa9f9888fa58a7a3f9a33b",2014,1,1411168,"Programação II",4,8.5
"810924c3ffaa9f9888fa58a7a3f9a33b",2014,1,1411181,"Laboratório de Programação II",4,9
